roi_id,s2_id_gee,class,HI,TI
ROI_0726,20200317T074641_20200317T080912_T36KTF,cloudy,0.06835587322712,0.455847712355321
ROI_0726,20200620T074619_20200620T081451_T36KTF,mid-cloudy,0.355469733476639,0.480093456456891
ROI_0727,20190504T023559_20190504T024226_T51RUQ,almost-clear,0.928982615470886,0.675946371976549
ROI_0727,20190603T023559_20190603T024139_T51RUQ,cloud-free,0.047518447041512,0.333281421132134
ROI_0727,20190610T022559_20190610T023806_T51RUQ,mid-cloudy,0.577484846115112,0.50236491266291
ROI_0727,20190913T022551_20190913T022548_T51RUQ,low-cloudy,0.078524865210056,0.905890348700237
ROI_0727,20200727T023549_20200727T024344_T51RUQ,cloudy,0.209343403577805,0.32529592901787
ROI_0728,20190121T164611_20190121T164609_T16SBH,cloud-free,0.056862685829401,1
ROI_0728,20190906T164849_20190906T165741_T15SYC,low-cloudy,0.09702467918396,0.689440908288936
ROI_0728,20191105T165459_20191105T165458_T16SBH,almost-clear,0.049378335475922,0.929682719034488
ROI_0728,20200213T165409_20200213T165827_T15SYC,mid-cloudy,0.210332214832306,0.637646579958125
ROI_0728,20200228T165231_20200228T165544_T16SBH,cloudy,0.310279279947281,0.382926808631164
ROI_0729,20180215T105129_20180215T105300_T30SXH,cloud-free,0.018508361652494,1
ROI_0729,20190322T105029_20190322T105540_T30SXH,almost-clear,0.545244216918945,0.71568932420266
ROI_0729,20190908T105029_20190908T105028_T30SXH,cloudy,0.532613337039948,0.408157605878863
ROI_0729,20191018T105039_20191018T105338_T30SXH,mid-cloudy,0.952972948551178,0.771493396652525
ROI_0729,20200306T104819_20200306T105046_T30SXH,low-cloudy,0.063251920044422,0.689842149438407
ROI_0730,20180227T085921_20180227T090404_T36UUA,low-cloudy,0.817630290985107,0.332037256907441
ROI_0730,20180319T085701_20180319T090332_T35UQS,cloud-free,0.042703587561846,1
ROI_0730,20180615T090549_20180615T090946_T35UQR,mid-cloudy,0.038104187697172,0.637654014487636
ROI_0730,20180717T085601_20180717T090059_T35UQS,cloudy,0.702221691608429,0.638070905204902
ROI_0730,20190116T091321_20190116T091324_T35UQS,almost-clear,0.060497246682644,0.580349857793715
ROI_0731,20190222T181349_20190222T181610_T12SUC,mid-cloudy,0.05107581242919,0.444876678255246
ROI_0731,20190821T180919_20190821T182332_T12SUC,cloud-free,0.054567225277424,0.499944662402491
ROI_0731,20191124T181701_20191124T182157_T12SUC,cloudy,0.524059593677521,0.390826424360476
ROI_0731,20191129T181709_20191129T182351_T12SUC,almost-clear,0.16004852950573,0.858971012165255
ROI_0731,20200313T181121_20200313T181650_T12SUC,low-cloudy,0.16530467569828,0.925124347012524
ROI_0732,20190222T172321_20190222T172322_T14TPS,cloudy,0.938166916370392,0.367587459255047
ROI_0732,20190630T172909_20190630T173414_T14TPS,mid-cloudy,0.281141519546509,0.411146102524401
ROI_0732,20190707T171909_20190707T172639_T14TPS,almost-clear,0.086603112518787,0.671286222765849
ROI_0732,20190804T172901_20190804T173156_T14TPS,low-cloudy,0.778226733207703,0.762272619831234
ROI_0732,20200205T173519_20200205T173513_T14TPS,cloud-free,0.067138455808163,1
ROI_0733,20190224T025711_20190224T030302_T50RKU,cloudy,0.43664214015007,0.304508932404225
ROI_0733,20190311T025539_20190311T030808_T50RKU,cloud-free,0.067840002477169,0.443262077482304
ROI_0733,20190729T025549_20190729T025903_T50RKU,almost-clear,0.054190717637539,0.677570954511317
ROI_0733,20200419T025551_20200419T030135_T50RKU,low-cloudy,0.033724423497915,0.830272186459185
ROI_0733,20200703T025549_20200703T030234_T50RKU,mid-cloudy,0.202572301030159,0.762753122582274
ROI_0735,20200221T015711_20200221T015707_T52SFB,cloud-free,0.022981336340308,0.49999771113973
ROI_0735,20200416T015649_20200416T015648_T52SFB,almost-clear,0.024053916335106,0.920031793956972
ROI_0735,20200501T015701_20200501T020437_T52SFB,low-cloudy,0.04404017329216,0.681853374725667
ROI_0735,20200521T015701_20200521T015658_T52SFB,mid-cloudy,0.848675310611725,0.61067848838209
ROI_0735,20200720T015701_20200720T015657_T52SFB,cloudy,0.029950330033898,0.696198158285369
ROI_0737,20181223T111451_20181223T111449_T30TVK,mid-cloudy,0.135652333498001,0.580304931271189
ROI_0737,20190417T110629_20190417T111237_T30TVK,low-cloudy,0.992831587791443,0.751481113879811
ROI_0737,20190919T110721_20190919T111421_T30TVK,cloud-free,0.017252184450626,0.499965658292378
ROI_0737,20191110T110159_20191110T110900_T30TVK,almost-clear,0.57719224691391,0.78494663886017
ROI_0737,20200208T110119_20200208T110845_T30TVK,cloudy,0.089281037449837,0.30583189392906
ROI_0738,20181224T054231_20181224T055230_T42QZL,cloud-free,0.011938814073801,1
ROI_0738,20190727T053649_20190727T054858_T42QZL,cloudy,0.100370518863201,0.546874667249627
ROI_0738,20200323T053639_20200323T054547_T42QZL,almost-clear,0.392834156751633,0.692833099316409
ROI_0738,20200616T053651_20200616T054718_T42QZL,mid-cloudy,0.113693602383137,0.504737523089862
ROI_0738,20200721T053649_20200721T054903_T42QZL,low-cloudy,0.010832270607352,0.682799585664973
ROI_0739,20190301T180249_20190301T180425_T13UER,cloud-free,0.058623701334,1
ROI_0739,20190609T175919_20190609T180009_T13UER,almost-clear,0.042495660483837,0.832735488282958
ROI_0739,20190803T175921_20190803T180658_T13UER,mid-cloudy,0.488973259925842,0.620346136463971
ROI_0739,20190828T175919_20190828T180658_T13UER,low-cloudy,0.987046241760254,0.632831755739882
ROI_0739,20200424T175909_20200424T180231_T13UER,cloudy,0.245138496160507,0.364793078972788
ROI_0740,20190422T083609_20190422T084409_T37UDB,mid-cloudy,0.010601148940623,0.890925666879854
ROI_0740,20190427T083601_20190427T083603_T37UDB,low-cloudy,0.295811861753464,0.76059451363686
ROI_0740,20190922T084639_20190922T085348_T37UDB,cloudy,0.307429641485214,0.672577031262739
ROI_0740,20200409T084559_20200409T084855_T37UDB,cloud-free,0.027293302118778,1
ROI_0740,20200608T084559_20200608T085154_T37UDB,almost-clear,0.013218864798546,0.698801882878723
ROI_0742,20181213T170709_20181213T171438_T15RTN,almost-clear,0.147547826170921,0.669440499572982
ROI_0742,20181215T165711_20181215T170355_T15RTP,cloud-free,0.016047975048423,1
ROI_0742,20190206T170501_20190206T170833_T15RTN,cloudy,0.046171933412552,0.279374652012578
ROI_0742,20191225T165719_20191225T165859_T15RTP,low-cloudy,0.663903951644897,0.757461407186656
ROI_0742,20200705T165849_20200705T171211_T15RTN,mid-cloudy,0.734881401062012,0.838045759399333
ROI_0743,20190713T050701_20190713T050658_T45TWJ,almost-clear,0.043840669095516,0.580904473076272
ROI_0743,20190814T045709_20190814T050325_T45TWJ,cloud-free,0.010619278997183,1
ROI_0743,20200106T050211_20200106T050205_T45TWJ,mid-cloudy,0.838340520858765,0.515773767551369
ROI_0743,20200109T051201_20200109T051200_T45TWJ,low-cloudy,0.100634761154652,0.748377548915476
ROI_0743,20200210T045939_20200210T050331_T45TWJ,cloudy,0.659545660018921,0.431630439215701
ROI_0744,20191212T100319_20191212T101409_T31NEH,cloudy,0.024094561114907,0.544157875074022
ROI_0744,20200116T100341_20200116T101514_T31NEH,almost-clear,0.123573556542397,0.61636773283045
ROI_0744,20200405T100021_20200405T101058_T31NEH,cloud-free,0.029737101867795,1
ROI_0744,20200420T100019_20200420T101649_T31NEH,mid-cloudy,0.042681701481342,0.67279631492565
ROI_0744,20200505T100031_20200505T101459_T31NEH,low-cloudy,0.007235784083605,0.921014214317611
ROI_0745,20190206T052011_20190206T052457_T43PFM,low-cloudy,0.663071036338806,0.478124391144984
ROI_0745,20190213T050921_20190213T052353_T43PFM,cloud-free,0.030683871358633,1
ROI_0745,20190812T050701_20190812T052422_T43PFM,cloudy,0.250200599431992,0.627695294520522
ROI_0745,20190929T051649_20190929T052609_T43PFM,mid-cloudy,0.025460513308644,0.680813269716889
ROI_0745,20200129T051041_20200129T052502_T43PFM,almost-clear,0.090479768812656,0.743926685614266
ROI_0746,20181227T050219_20181227T050759_T44PMV,mid-cloudy,0.052371639758349,0.642245124591847
ROI_0746,20190210T045941_20190210T051158_T44PMV,cloudy,0.035598143935204,0.540367288008659
ROI_0746,20190225T045759_20190225T051421_T44PMV,cloud-free,0.012116824276745,1
ROI_0746,20190809T045701_20190809T050605_T44PMV,low-cloudy,0.963486552238464,0.764430884401578
ROI_0746,20200619T045659_20200619T050604_T44PMV,almost-clear,0.728302836418152,0.853457962486628
ROI_0748,20190207T142039_20190207T142037_T20MRB,low-cloudy,0.530259191989899,0.788933084103624
ROI_0748,20190806T142049_20190806T142044_T20MRB,almost-clear,0.319841593503952,0.656136116502208
ROI_0748,20190831T142041_20190831T142038_T20MRB,cloud-free,0.017815157771111,0.499976344401101
ROI_0748,20200318T141731_20200318T141731_T20MRB,cloudy,0.407840579748154,0.273812384437795
ROI_0748,20200427T141741_20200427T141738_T20MRB,mid-cloudy,0.799871265888214,0.539103008716069
ROI_0749,20190820T153629_20190820T154239_T17MPT,cloud-free,0.043146505951881,0.499790987152015
ROI_0749,20191024T153621_20191024T153622_T17MPT,low-cloudy,0.102946534752846,0.857783149093873
ROI_0749,20200401T153621_20200401T153901_T17MPT,mid-cloudy,0.790728688240051,0.672765742364157
ROI_0749,20200421T153621_20200421T154337_T17MPT,cloudy,0.531426191329956,0.604684910214368
ROI_0749,20200511T153621_20200511T154343_T17MPT,almost-clear,0.504676580429077,0.63987902319817
ROI_0750,20190205T191601_20190205T191558_T10TET,almost-clear,0.531004905700684,0.561616890599247
ROI_0750,20190322T191049_20190322T191145_T10TET,cloud-free,0.018706418573856,1
ROI_0750,20190809T190919_20190809T191647_T10TET,low-cloudy,0.114068739116192,0.675508626748181
ROI_0750,20200128T190631_20200128T190648_T10TET,cloudy,0.249417588114738,0.550455666532607
ROI_0750,20200701T185919_20200701T190606_T10TET,mid-cloudy,0.176765322685242,0.66276443386825
ROI_0751,20180708T105619_20180708T110215_T30TXT,almost-clear,0.021197967231274,0.956844617829162
ROI_0751,20181006T110029_20181006T110030_T30TXT,mid-cloudy,0.065149135887623,0.655370648953082
ROI_0751,20190213T110149_20190213T110149_T30TXT,cloud-free,0.014087555930019,1
ROI_0751,20190802T105629_20190802T110731_T30TXT,low-cloudy,0.048409391194582,0.941593649618905
ROI_0751,20191001T105849_20191001T110344_T30TXT,cloudy,0.038650784641504,0.68316523916315
ROI_0752,20190329T133221_20190329T133224_T22LHH,mid-cloudy,0.107662476599216,0.924295482981765
ROI_0752,20190828T132239_20190828T132237_T22LHH,almost-clear,0.970516741275787,0.62626060632082
ROI_0752,20190912T132231_20190912T132231_T22LHH,cloud-free,0.021940225735307,0.333322396432637
ROI_0752,20191007T132239_20191007T132234_T22LHH,low-cloudy,0.053203966468573,0.915200316120868
ROI_0752,20200227T133219_20200227T133221_T22LHH,cloudy,0.026642631739378,0.915251613367317
ROI_0753,20190315T055639_20190315T061052_T42RUN,cloud-free,0.017814299091697,1
ROI_0753,20190713T055649_20190713T060238_T42RUN,mid-cloudy,0.194801360368729,0.624465439388451
ROI_0753,20190904T060639_20190904T061351_T42RUN,low-cloudy,0.053861476480961,0.894746945204776
ROI_0753,20190916T055631_20190916T060546_T42RUN,cloudy,0.015619875863195,0.912558013626961
ROI_0753,20200607T055639_20200607T060231_T42RUN,almost-clear,0.016804907470942,0.907866808193702
ROI_0755,20181214T031129_20181214T031345_T49SFU,cloudy,0.931146562099457,0.502061290012992
ROI_0755,20181229T031131_20181229T031726_T49SFU,cloud-free,0.037950821220875,1
ROI_0755,20190811T030549_20190811T031421_T49SFU,almost-clear,0.138417154550552,0.647995828187182
ROI_0755,20200606T030549_20200606T030815_T49SFU,mid-cloudy,0.949912488460541,0.40579563547143
ROI_0755,20200629T031539_20200629T031704_T49SFU,low-cloudy,0.136571168899536,0.904830579696348
ROI_0756,20190203T051021_20190203T052412_T43PGK,cloud-free,0.024663398042321,1
ROI_0756,20190320T050649_20190320T052107_T43PGK,low-cloudy,0.054829735308886,0.950099197823993
ROI_0756,20190901T050651_20190901T050802_T43PGK,almost-clear,0.011068992316723,0.914085795023322
ROI_0756,20191011T050731_20191011T052559_T43PGK,mid-cloudy,0.010826907120645,0.940661034053209
ROI_0756,20200612T050659_20200612T052602_T43PGK,cloudy,0.045285973697901,0.894265726497756
ROI_0757,20190326T052649_20190326T053240_T43RGM,cloud-free,0.032161444425583,1
ROI_0757,20190828T052651_20190828T054022_T43RGM,mid-cloudy,0.019790815189481,0.934675092294768
ROI_0757,20191126T053151_20191126T053952_T43RGM,cloudy,0.886648654937744,0.655367807925048
ROI_0757,20200603T052651_20200603T053615_T43RGM,almost-clear,0.033249616622925,0.492575914072326
ROI_0757,20200623T052651_20200623T053900_T43RGM,low-cloudy,0.047445803880692,0.918892886072109
ROI_0758,20190618T050659_20190618T051905_T43QHV,almost-clear,0.086045332252979,0.925824692509258
ROI_0758,20190812T050701_20190812T051340_T43QHV,cloudy,0.014009889215231,0.903219529824851
ROI_0758,20191130T051151_20191130T051818_T43QHV,low-cloudy,0.065412312746048,0.67327990956839
ROI_0758,20200528T050701_20200528T051513_T44QKE,cloud-free,0.016711356118322,0.499993514678191
ROI_0758,20200727T050701_20200727T051233_T43QHV,mid-cloudy,0.026452349498868,0.934030339062056
ROI_0759,20190131T002051_20190131T002051_T55HCU,low-cloudy,0.011788420379162,0.9522036236918
ROI_0759,20191224T001101_20191224T001103_T55HCU,cloud-free,0.014450486749411,1
ROI_0759,20200121T002049_20200121T002558_T55HCU,mid-cloudy,0.085765510797501,0.927356648532691
ROI_0759,20200202T001101_20200202T001101_T55HCU,almost-clear,0.022657476365566,0.915665710427468
ROI_0759,20200225T002051_20200225T002049_T55HCU,cloudy,0.399578839540482,0.61462149800527
ROI_0760,20180622T095031_20180622T095438_T33TVF,almost-clear,0.061082307249308,0.902829201081578
ROI_0760,20181020T095031_20181020T095348_T33TVF,cloud-free,0.023964619264007,1
ROI_0760,20181124T095329_20181124T095325_T33TVF,mid-cloudy,0.983910918235779,0.284625840606342
ROI_0760,20190506T100039_20190506T100910_T33TVF,cloudy,0.033840574324131,0.907754784893199
ROI_0760,20200716T095029_20200716T095236_T33TVF,low-cloudy,0.0258236695081,0.938708636171172
ROI_0762,20190526T031549_20190526T032742_T48QXJ,low-cloudy,0.054400704801083,0.866485405140862
ROI_0762,20190705T031549_20190705T032945_T48QXJ,cloudy,0.006216094829142,0.889258115222829
ROI_0762,20190923T031539_20190923T033131_T48QXJ,cloud-free,0.029673961922526,0.499982831504571
ROI_0762,20200619T031539_20200619T033210_T48QXJ,almost-clear,0.047164019197226,0.885832148061764
ROI_0762,20200714T031541_20200714T032123_T48QXJ,mid-cloudy,0.014481452293694,0.920113816347119
ROI_0763,20190120T145729_20190120T150702_T18KZG,cloudy,0.781806826591492,0.808184637395485
ROI_0763,20191007T145729_20191007T150041_T18KZG,cloud-free,0.059018086642027,1
ROI_0763,20200219T145721_20200219T150530_T18KZG,almost-clear,0.354211628437042,0.853571530782738
ROI_0763,20200229T145721_20200229T150517_T18KZG,mid-cloudy,0.244424730539322,0.69193710916636
ROI_0763,20200315T145729_20200315T150537_T18KZG,low-cloudy,0.017094489187002,0.923215824696458
ROI_0764,20190118T133221_20190118T133221_T22KFC,low-cloudy,0.021151140332222,0.938796916591422
ROI_0764,20191224T133221_20191224T133219_T22KFC,mid-cloudy,0.068906404078007,0.933744532625316
ROI_0764,20200113T133221_20200113T133218_T22KFC,almost-clear,0.077208667993546,0.636366312451708
ROI_0764,20200328T133219_20200328T133222_T22KFC,cloudy,0.980787992477417,0.782353236096819
ROI_0764,20200726T133229_20200726T133226_T22KFC,cloud-free,0.008829956874251,1
ROI_0765,20190411T160519_20190411T160516_T17RNJ,almost-clear,0.012510695494711,0.959066704855577
ROI_0765,20191207T160509_20191207T160505_T17RNJ,cloud-free,0.009963973425329,1
ROI_0765,20200205T160509_20200205T160505_T17RNJ,low-cloudy,0.410456359386444,0.829085763240363
ROI_0765,20200225T160509_20200225T160508_T17RNJ,cloudy,0.050711069256067,0.872406251207055
ROI_0765,20200624T160519_20200624T160513_T17RNJ,mid-cloudy,0.002986170351505,0.933361912425975
ROI_0766,20190825T065621_20190825T065624_T41UPB,almost-clear,0.01156888063997,0.936704919862665
ROI_0766,20191001T064701_20191001T065337_T41UPB,cloud-free,0.027119597420096,1
ROI_0766,20200406T065619_20200406T065619_T41UPB,cloudy,0.857416331768036,0.650930806900785
ROI_0766,20200617T064631_20200617T065234_T41UPB,low-cloudy,0.031227886676788,0.942904428508224
ROI_0766,20200702T064629_20200702T064626_T41UPB,mid-cloudy,0.135602489113808,0.786901931058253
ROI_0767,20180512T083601_20180512T084854_T35RQQ,mid-cloudy,0.049193792045117,0.897144749702611
ROI_0767,20200127T084119_20200127T084129_T35RQQ,cloudy,0.289029508829117,0.593695747529452
ROI_0767,20200406T083559_20200406T084657_T36RTV,low-cloudy,0.098178178071976,0.897265000721447
ROI_0767,20200426T083559_20200426T084008_T35RQQ,almost-clear,0.050547618418932,0.910772497557133
ROI_0767,20200705T083559_20200705T084807_T35RQQ,cloud-free,0.044516891241074,0.499998092622263
ROI_0768,20181225T135111_20181225T135105_T21JVN,mid-cloudy,0.022577565163374,0.940423828273795
ROI_0768,20190112T140049_20190112T140051_T21JVM,cloudy,0.527662992477417,0.526456589259027
ROI_0768,20191220T135111_20191220T135106_T21JVN,low-cloudy,0.015728360041976,0.917203938715359
ROI_0768,20200218T134641_20200218T135849_T21JVN,cloud-free,0.020449806004763,1
ROI_0768,20200506T140049_20200506T140503_T21JVN,almost-clear,0.036011528223753,0.932930716653097
ROI_0769,20191213T131239_20191213T131237_T23KKQ,cloudy,0.018848145380616,0.930411172431414
ROI_0769,20200302T131239_20200302T131540_T23KKQ,mid-cloudy,0.056245714426041,0.903162973616842
ROI_0769,20200504T132229_20200504T132230_T22KHV,almost-clear,0.022360991686583,0.921208685423342
ROI_0769,20200630T131249_20200630T131549_T22KHV,low-cloudy,0.983599066734314,0.404341372606927
ROI_0769,20200728T132241_20200728T132239_T22KHV,cloud-free,0.009585334919393,1
ROI_0770,20180130T112311_20180130T112601_T29TNF,cloud-free,0.024050669744611,1
ROI_0770,20180604T112109_20180604T112446_T29TNF,cloudy,0.09878196567297,0.880310323881749
ROI_0770,20180729T112111_20180729T112845_T29TNF,almost-clear,0.024911552667618,0.883317303096903
ROI_0770,20200424T112109_20200424T112108_T29TNF,mid-cloudy,0.735413432121277,0.654224248513765
ROI_0770,20200512T113321_20200512T113447_T29TNF,low-cloudy,0.020341221243143,0.931269196798066
ROI_0771,20190301T070821_20190301T071257_T39RWH,mid-cloudy,0.056408178061247,0.802681481581335
ROI_0771,20190828T070621_20190828T071614_T39RWH,cloud-free,0.018781105056405,1
ROI_0771,20191211T071259_20191211T071846_T39RWH,almost-clear,0.039780221879482,0.865292714944667
ROI_0771,20200224T070851_20200224T071329_T39RWH,cloudy,0.881481885910034,0.501316816102296
ROI_0771,20200723T070631_20200723T071755_T39RWH,low-cloudy,0.456041097640991,0.44108205206175
ROI_0772,20180710T105031_20180710T105618_T31TCJ,almost-clear,0.009786450304091,0.927515122845176
ROI_0772,20180814T105019_20180814T105021_T31TCJ,cloudy,0.049435462802649,0.889598162180092
ROI_0772,20181207T105421_20181207T105427_T31TCJ,low-cloudy,0.087612099945545,0.913757721017664
ROI_0772,20191013T105031_20191013T105439_T31TCJ,cloud-free,0.015162467956543,1
ROI_0772,20200331T105021_20200331T105124_T31TCJ,mid-cloudy,0.999213933944702,0.681879312567181
ROI_0773,20190102T153619_20190102T153616_T17MQM,almost-clear,0.033208262175322,0.81701876387306
ROI_0773,20190919T153619_20190919T154034_T17MQM,mid-cloudy,0.109484009444714,0.801004539837081
ROI_0773,20191228T153619_20191228T154103_T17MQM,cloud-free,0.022732524201274,0.499958024239094
ROI_0773,20200112T153611_20200112T153613_T17MQM,cloudy,0.093995623290539,0.760935200629731
ROI_0773,20200421T153621_20200421T154337_T17MQM,low-cloudy,0.158271446824074,0.889699244088827
ROI_0774,20190504T050701_20190504T051229_T43PGQ,cloudy,0.949471890926361,0.919298469628631
ROI_0774,20191210T051211_20191210T051735_T43PGQ,mid-cloudy,0.078836344182491,0.880329789771678
ROI_0774,20200114T051149_20200114T052300_T43PGQ,almost-clear,0.029989993199706,0.649281917818921
ROI_0774,20200329T050651_20200329T051221_T43PGQ,cloud-free,0.018718210980296,1
ROI_0774,20200528T050701_20200528T051513_T43PGQ,low-cloudy,0.050719540566206,0.857402092391269
ROI_0775,20180816T095029_20180816T095421_T33SVB,almost-clear,0.018760720267892,0.941464525438783
ROI_0775,20181126T094321_20181126T094323_T33SVB,low-cloudy,0.023217037320137,0.682687149014557
ROI_0775,20190113T095349_20190113T095350_T33SVB,mid-cloudy,0.92420095205307,0.673928659982098
ROI_0775,20190523T095039_20190523T095443_T33SWB,cloudy,0.982709884643555,0.512264166356567
ROI_0775,20190704T094041_20190704T094713_T33SWB,cloud-free,0.010922632180154,1
ROI_0776,20190221T153619_20190221T154041_T17MPT,cloudy,0.067039251327515,0.710606466165289
ROI_0776,20190331T155221_20190331T155222_T17MPT,cloud-free,0.025435842573643,1
ROI_0776,20191024T153621_20191024T153622_T17MPT,low-cloudy,0.043974716216326,0.882673261391194
ROI_0776,20191218T153619_20191218T153750_T17MPT,almost-clear,0.024699693545699,0.874694511555922
ROI_0776,20200125T155221_20200125T155215_T17MPT,mid-cloudy,0.932850539684296,0.822318702036549
ROI_0777,20190502T183929_20190502T184154_T11UQV,almost-clear,0.06001329049468,0.902722088516553
ROI_0777,20190505T184929_20190505T184925_T11UQV,low-cloudy,0.129265233874321,0.938395819686072
ROI_0777,20200506T183919_20200506T183915_T11UQV,cloudy,0.958466172218323,0.632603357221464
ROI_0777,20200608T184919_20200608T185411_T11UQV,mid-cloudy,0.090422280132771,0.79013163805487
ROI_0777,20200620T183921_20200620T183924_T11UQV,cloud-free,0.029390703886747,1
ROI_0778,20190107T021341_20190107T022117_T50HLK,cloud-free,0.076233960688114,1
ROI_0778,20190507T021351_20190507T022445_T50HLK,almost-clear,0.239830747246742,0.399935870706227
ROI_0778,20200216T021339_20200216T022404_T50HLK,low-cloudy,0.129343181848526,0.626841262050544
ROI_0778,20200416T021339_20200416T022429_T50HLK,mid-cloudy,0.151587605476379,0.658674065713955
ROI_0778,20200516T021349_20200516T022444_T50HLK,cloudy,0.022888319566846,0.529810116606325
ROI_0780,20190103T133219_20190103T133222_T22KDC,low-cloudy,0.642588078975678,0.411893955744959
ROI_0780,20190123T133229_20190123T133224_T22KDC,almost-clear,0.791779696941376,0.684883863154935
ROI_0780,20190511T134211_20190511T134800_T22KDC,cloudy,0.919021129608154,0.647278014459723
ROI_0780,20191005T133231_20191005T133227_T22KDC,cloud-free,0.016392989084125,1
ROI_0780,20200321T134209_20200321T134707_T22KDC,mid-cloudy,0.062446273863316,0.709745601761699
ROI_0781,20180629T112111_20180629T112537_T30UWD,cloud-free,0.013414236716926,1
ROI_0781,20190206T111239_20190206T111403_T30UWD,cloudy,0.925809502601624,0.370434158799691
ROI_0781,20190629T112119_20190629T112256_T30UWD,mid-cloudy,0.961103320121765,0.583728821165656
ROI_0781,20200201T111159_20200201T111435_T30UWD,almost-clear,0.17809921503067,0.654272615530202
ROI_0781,20200531T110619_20200531T111348_T30UWD,low-cloudy,0.010087125003338,0.956403868699603
ROI_0782,20180704T103021_20180704T103023_T32UMA,cloudy,0.983504772186279,0.348919019215596
ROI_0782,20190624T103029_20190624T103030_T32UMA,cloud-free,0.016498981043696,1
ROI_0782,20190729T103031_20190729T103230_T32UMA,low-cloudy,0.219869285821915,0.895301138041266
ROI_0782,20191226T103431_20191226T103434_T32UMA,almost-clear,0.828222751617432,0.471215358824366
ROI_0782,20200524T103031_20200524T103346_T32UMA,mid-cloudy,0.057817857712507,0.900409260831886
ROI_0783,20190531T081611_20190531T084641_T34HBH,almost-clear,0.170594558119774,0.90174185498028
ROI_0783,20190829T081601_20190829T084807_T34HBH,mid-cloudy,0.349046379327774,0.643834948668843
ROI_0783,20191003T081749_20191003T084903_T34HBH,cloudy,0.077572897076607,0.622693117523025
ROI_0783,20191127T082301_20191127T084023_T34HBH,cloud-free,0.020768597722054,1
ROI_0783,20200126T082221_20200126T084008_T34HBH,low-cloudy,0.06710247695446,0.698885843407292
ROI_0785,20181105T092149_20181105T092228_T36VUM,cloud-free,0.038491129875183,1
ROI_0785,20190703T092039_20190703T092037_T35VPG,cloudy,0.044439226388931,0.955610253724966
ROI_0785,20190815T093039_20190815T093040_T36VUM,low-cloudy,0.01780067011714,0.948998743194188
ROI_0785,20190914T093039_20190914T093041_T36VUM,almost-clear,0.02160756289959,0.693068490017009
ROI_0785,20200727T092029_20200727T092030_T35VPG,mid-cloudy,0.006641490384936,0.893069768066857
ROI_0786,20190105T141049_20190105T141750_T19GFK,low-cloudy,0.979374408721924,0.356826043014719
ROI_0786,20190209T141041_20190209T142042_T19GFK,mid-cloudy,0.996934533119202,0.750292812844724
ROI_0786,20190719T141051_20190719T142303_T19GFK,cloudy,0.861814200878143,0.585828190417625
ROI_0786,20190902T141049_20190902T142421_T19GFK,almost-clear,0.807668268680573,0.681771092592541
ROI_0786,20200130T140639_20200130T141733_T19GFK,cloud-free,0.033443313091993,1
ROI_0787,20190902T184919_20190902T185948_T10SEG,cloud-free,0.033528871834278,1
ROI_0787,20200305T185241_20200305T185610_T10SEG,mid-cloudy,0.994974732398987,0.312885227409205
ROI_0787,20200320T184959_20200320T190131_T10SFG,almost-clear,0.056267835199833,0.939252088027976
ROI_0787,20200325T185011_20200325T185014_T10SFG,cloudy,0.027646141126752,0.912326519157802
ROI_0787,20200519T184919_20200519T185619_T10SFG,low-cloudy,0.110812857747078,0.926542967381766
ROI_0788,20190206T033931_20190206T033925_T47RRH,cloud-free,0.041344791650772,1
ROI_0788,20190606T033541_20190606T034731_T48RTN,cloudy,0.043725911527872,0.893725659704218
ROI_0788,20191218T034139_20191218T034303_T47RRH,mid-cloudy,0.02284500002861,0.708016211639535
ROI_0788,20200401T033531_20200401T034606_T47RRH,low-cloudy,0.347111374139786,0.778519934906567
ROI_0788,20200506T033529_20200506T034350_T47RRH,almost-clear,0.023436706513167,0.952960278813778
ROI_0789,20190211T042921_20190211T043121_T45QZG,cloud-free,0.023730184882879,1
ROI_0789,20190909T042701_20190909T043827_T45QZG,low-cloudy,0.017364043742418,0.869035005601099
ROI_0789,20191004T042709_20191004T043533_T45QZG,almost-clear,0.029175030067563,0.684525296214611
ROI_0789,20200605T042711_20200605T042710_T45QZG,mid-cloudy,0.987826526165009,0.691470342276675
ROI_0789,20200630T042709_20200630T043806_T45QZG,cloudy,0.028691252693534,0.903518619868772
ROI_0791,20191108T153619_20191108T153933_T17MQV,cloud-free,0.016056833788753,0.333324177053957
ROI_0791,20191208T153619_20191208T154047_T17MQV,mid-cloudy,0.093588329851627,0.671816372041949
ROI_0791,20200107T153619_20200107T154047_T17MQV,almost-clear,0.031703185290098,0.918207919012331
ROI_0791,20200112T153611_20200112T153613_T17MQV,low-cloudy,0.017040874809027,0.894964953035964
ROI_0791,20200511T153621_20200511T153623_T17MQV,cloudy,0.475738525390625,0.405056848767459
ROI_0793,20181219T133221_20181219T133216_T22KFG,low-cloudy,0.016565438359976,0.956714775906651
ROI_0793,20190309T133221_20190309T133219_T22KFG,cloud-free,0.01334470231086,1
ROI_0793,20190403T133229_20190403T133227_T22KFG,almost-clear,0.030564483255148,0.961105099062992
ROI_0793,20200212T133221_20200212T133217_T22KFG,cloudy,0.955655038356781,0.479441102837992
ROI_0793,20200412T133221_20200412T133223_T22KFG,mid-cloudy,0.285724431276321,0.509588284173194
